company_id,company_name,domain,website,company_type,source,source_url,country,hq_city,hq_region,hq_regions,hq_full_address,headcount_bucket,headcount_min,headcount_max,revenue_bucket,revenue_min,revenue_max,industries_or_category,primary_industry,description,founded_year,linkedin_url,facebook_url,twitter_url,instagram_url,last_funding_type,last_funding_amount,last_funding_date,founders,num_founders,cb_rank,growth_score_tier,operating_status,min_project_size,hourly_rate,rating,review_count,priority_score,notes
c0034,Momentum,momentum.io,https://www.momentum.io,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/momentum-f2e6,US,San Francisco,California,"San Francisco Bay Area , West Coast , Western US",,51-100,51,100,,,,"Artificial Intelligence (AI) , CRM , Productivity Tools , SaaS , Sales Automation , Software",,"Momentum develops AI-powered software that helps sales teams capture customer interactions and automate updates across business systems. Its platform summarizes meetings, manages workflows, and synchronizes information with CRM and collaboration tools to reduce manual work.",2020,https://www.linkedin.com/company/dealmomentum,,,,Series A,"$13,000,000","Jul 23, 2024","Ashley Wilson , Moiz Virani , Santiago Suarez Ordoñez",3.0,"1,419",Low,Active,,,,,3,
c0035,P-1 AI,p-1.ai,https://p-1.ai,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/p-1-ai,US,Henderson,Nevada,Western US,,11-50,11,50,,,,"Artificial Intelligence (AI) , Software , Web Development",,P-1 AI is a technology company focused on developing an artificial general engineering intelligence (AGEI) designed to help humanity design physical systems with far greater efficiency and complexity than currently possible.,2024,https://www.linkedin.com/company/p-1-ai,,,,Series A,"$50,000,000","Jul 29, 2026","Adam Nagel , Aleksa Gordić , Paul Eremenko , Sandeep Neema , Susmit Jha",5.0,"1,428",High,Active,,,,,3,
c0036,Arthur,arthur.ai,https://www.arthur.ai,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/arthur-ai,US,New York,New York,"Greater New York Area , East Coast , Northeastern US",,11-50,11,50,,,,"AI Infrastructure , Artificial Intelligence (AI) , Financial Services , Machine Learning , Software",,"Arthur is a platform that monitors the productivity of machine learning models. Arthur partners with the leading companies in industries such as financial services, insurance, and healthcare to develop and deploy enterprise-grade AI systems. The company was founded in 2018 and based in New York City.",2018,https://www.linkedin.com/company/arthurai,,,,Venture - Series Unknown,"$2,668,819","Aug 10, 2026","Adam Wenchel , John Dickerson , Liz O’Sullivan , Priscilla Alexander",4.0,"1,437",High,Active,,,,,3,
c0037,FreeCast,freecast.com,https://corp.freecast.com/,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/freecast,US,Orlando,Florida,"East Coast , Southern US",,51-100,51,100,,,,"Broadcasting , Digital Entertainment , Digital Media , Information and Communications Technology (ICT) , Internet , Media and Entertainment , SaaS , TV , Video on Demand , Video Streaming",,"FreeCast, Inc. is a next-generation streaming technology company delivering a comprehensive Platform-as-a-Service ecosystem for modern television and digital video distribution. Its infrastructure supports telecom operators, ISPs, broadcasters, municipalities, utilities, brands, and device manufacturers with scalable, policy-compliant, and monetization-enabled media deployment.",2011,http://www.linkedin.com/company/freecast-inc,http://www.facebook.com/FreeCastinc,,,Post-IPO Equity,"$23,700,000","Jul 1, 2026",William Mobley,1.0,"1,451",Low,Active,,,,,3,
c0038,QuSecure,qusecure.com,http://www.qusecure.com,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/qusecure,US,San Mateo,California,"San Francisco Bay Area , Silicon Valley , West Coast",,51-100,51,100,,,,"Cyber Security , Network Security , Security , Software",,"For years, security leaders have been told that preparing for post-quantum cryptography (PQC) would take years, cost millions and require deep in-house expertise. QuSecure Inc., the market leader in quantum-safe security, is proving otherwise with the launch of QuProtect R3, the industry’s first and only fully integrated, production-ready PQC platform designed to make encryption modernization simple for everyone. With the platform’s Reconnaissance innovation, a complimentary module for qualified companies, QuProtect R3 delivers instant visibility into vulnerable encryption across modern, legacy and cloud systems — a capability competitors cannot match. Security teams that once spent months and millions compiling a cryptographic bill of materials (CBOM) can now discover their encryption landscape in days, prioritize the highest-risk systems and act without disrupting operations.",2019,https://www.linkedin.com/company/qusecure,https://www.facebook.com/qusecure,,,Series A,"$28,000,000","Feb 12, 2025","Austin Bosarge , Dave Krauthamer , Garrison Buss , Konstantin Vilk , Rebecca Krauthamer , Skip Sanzeri",6.0,"1,456",Low,Active,,,,,3,
c0039,Ordway,ordwaylabs.com,https://www.ordwaylabs.com,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/ordway-labs,US,Washington,District of Columbia,"Washington DC Metro Area , Southern US",,51-100,51,100,,,,"Billing , Computer , Finance , FinTech , Payments , SaaS , Software",,"Ordway is a billing and revenue automation platform that assists businesses in managing recurring subscriptions, contract details, pricing transactions, invoicing, payment collection, and revenue recognition. The platform is used by companies in various industries to reduce back-office inefficiencies, identify revenue trends, and streamline finance and operations tasks.",2018,https://www.linkedin.com/company/ordway,https://www.facebook.com/ordwaylabs,,,Venture - Series Unknown,"$20,000,000","Aug 5, 2026",Sameer Gulati,1.0,"1,506",High,Active,,,,,3,
c0040,Takt,takt.io,https://www.takt.io,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/takt-a902,US,Reston,Virginia,"Washington DC Metro Area , East Coast , Southern US",,11-50,11,50,,,,"Information Technology , Logistics , Software , Supply Chain Management , Warehousing",,"Takt develops a warehouse intelligence and labor management platform that helps organizations monitor and improve warehouse operations. The platform unifies labor, warehouse management system (WMS), automation, and robotics data to provide real-time visibility into workforce performance and operational efficiency. Its capabilities include engineered labor standards, real-time performance monitoring, labor planning, indirect labor tracking, financial analytics, gamification, and AI-powered insights. Takt also provides data integration and analytics tools that allow warehouse teams to connect existing WMS, robotics, automation, and time-tracking systems without relying on separate business intelligence platforms. The company serves retailers, e-commerce companies, and third-party logistics providers with software designed to improve warehouse productivity, labor utilization, and operational decision-making.",2021,https://www.linkedin.com/company/takt-io,https://www.facebook.com/taktinc,,,Series A,"$9,250,000","Aug 17, 2026","Alex Rhea , Glynn LoPresti , Noah MacMichael",3.0,"1,570",High,Active,,,,,3,
c0041,Hex Technologies,hex.tech,https://hex.tech,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/hex-technologies-inc,US,San Francisco,California,"San Francisco Bay Area , West Coast , Western US",,51-100,51,100,,,,"Analytics , Artificial Intelligence (AI) , Business Intelligence , Software",Artificial Intelligence (AI),"Hex Technologies provides a collaborative data workspace that integrates SQL, Python, R, and no-code tools within a unified notebook interface. This platform enables users to conduct data analysis, build interactive applications, and share insights seamlessly. Features include real-time collaboration, AI-assisted code generation, and visualization tools designed to streamline workflows for both technical and non-technical team members. Hex offers integrations with modern data stacks such as Snowflake and dbt, facilitating smooth incorporation into existing infrastructures. The platform supports various deployment models, including multi-tenant and private cloud options, to meet diverse organizational needs. Hex serves a broad range of industries, providing tools that enhance data-driven decision-making processes.",2019,https://www.linkedin.com/company/hex-technologies,https://www.facebook.com/hex.technologies,,,Series C,"$70,000,000","May 28, 2025","Barry McCardel , Caitlin Colgrove , Glen Takahashi",3.0,"1,587",Low,Active,,,,,3,
c0042,Spin.AI,spin.ai,https://spin.ai,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/spintechnology,US,Palo Alto,California,"San Francisco Bay Area , Silicon Valley , West Coast",,51-100,51,100,,,,"Artificial Intelligence (AI) , Cloud Security , Cyber Security , Enterprise Software , SaaS",,"Spin Technology is a SaaS data protection company based in Palo Alto, California. It protects SaaS data against ransomware, human error, and insider threats. The company's solutions extend security for Google G Suite and Microsoft Office 365 environments and protect organizations against Data Leak & Data Loss in the cloud by monitoring, securing, and backing up sensitive SaaS data. Its Artificial Intelligence provides 24x7 monitoring and detection against harmful threats, and identifies business risks, while the automated runs books and deploys powerful countermeasures to ensure continuous operation, improve compliance, and reduce IT costs. SpinOne helps organizations gain full visibility over data security by providing an extra protection layer of new generation AI-based security and backup beyond the capabilities of what a typical cloud service provider can offer.",2016,https://www.linkedin.com/company/spintechinc,,,,Venture - Series Unknown,,"Mar 11, 2026","Dmitry Dontov , Sergiy Balynsky",2.0,"1,595",Low,Active,,,,,3,
c0043,Truv,truv.com,https://www.truv.com/,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/citadel-verifications-simplified,US,San Francisco,California,"San Francisco Bay Area , West Coast , Western US",,51-100,51,100,,,,"Data Integration , Developer APIs , FinTech , Information Technology , Software",,"With Truv, users can easily connect their payroll account and instantly share the information you need to run verifications—and we make it more affordable and faster than your manual verifications.",2020,https://www.linkedin.com/company/truvhq,https://www.facebook.com/TruvHQ,,,Series A,"$25,000,000","Mar 3, 2022","Ilya Chatsviorkin , Kirill Klokov",2.0,"1,626",Low,Active,,,,,3,
c0044,Zoe Financial,zoefinancial.com,https://zoefinancial.com,B2B SaaS,crunchbase,https://www.crunchbase.com/organization/zoe-financial,US,New York,New York,"Greater New York Area , East Coast , Northeastern US",,51-100,51,100,,,,"Financial Services , FinTech , Software , Wealth Management",,​Zoe Financial is a wealth planning platform that connects clients with financial advisors based on personalized criteria. The platform matches individuals to advisors tailored to their specific requirements and budget. Zoe Financial aims to facilitate connections between clients and financial advisors who align with their financial goals and preferences.,2018,https://www.linkedin.com/company/zoe-financial-inc.,https://www.facebook.com/zoefinofficial,,,Series B,"$29,600,000","Apr 29, 2025",Andres Garcia Amaya,1.0,"1,809",Low,Active,,,,,3,
